,Sample#,Planet_Mass,Epsilon,Alpha,Stokes,Aspect_Ratio,SigmaSlope,Dust_gap_1,Gas_gap_1,Dust_depth_1,Gas_depth_1,Dust_gap_2,Dust_depth_2,#_DG,#_GG
180,170,0.000252,0.0512,0.000525,0.0841,0.0433,1.35,0.562,0.39,9.58e-10,3.26e-06,0.324,4.27e-09,2.0,1.0
181,171,9.300000000000001e-05,0.0212,0.00274,0.0641,0.0718,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,172,5.27e-05,0.0756,0.00817,0.0185,0.0322,1.23,0.644,0.0,3.14e-08,0.0,0.0,0.0,1.0,0.0
183,173,0.000302,0.0589,0.00675,0.0737,0.0583,0.9279999999999999,0.6970000000000001,0.0,4.670000000000001e-09,0.0,0.0,0.0,1.0,0.0
184,174,4.09e-05,0.0268,0.006370000000000001,0.0338,0.0891,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,975,0.000321,0.0337,0.00373,0.0889,0.0748,0.53,0.763,0.0,1.1499999999999999e-08,0.0,0.0,0.0,1.0,0.0
186,976,0.000198,0.0711,0.0038,0.0945,0.0911,0.7190000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,977,0.00023799999999999998,0.0366,0.0032600000000000003,0.0496,0.094,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,978,0.000279,0.0115,0.00488,0.0274,0.0652,0.905,0.738,0.0,5.21e-13,0.0,0.0,0.0,1.0,0.0
189,979,0.00032,0.0136,0.0031899999999999997,0.0458,0.0692,0.789,0.755,0.0,5.2400000000000005e-17,0.0,0.0,0.0,1.0,0.0
190,980,0.00011399999999999999,0.0267,0.00634,0.018,0.0858,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,981,0.000342,0.0595,0.0048200000000000005,0.0184,0.0766,0.706,0.693,0.0,6.18e-08,0.0,0.0,0.0,1.0,0.0
192,982,0.000302,0.0452,0.0038799999999999998,0.0817,0.0705,0.525,0.7140000000000001,0.0,7.67e-09,0.0,0.0,0.0,1.0,0.0
193,983,0.000248,0.0577,0.00456,0.00187,0.0989,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,984,0.00034500000000000004,0.0571,0.00112,0.0371,0.0853,1.21,0.82,0.23800000000000002,2.8100000000000004e-09,4.3e-05,0.0,0.0,1.0,1.0
195,985,0.000281,0.0356,0.00471,0.0289,0.0587,0.9179999999999999,0.73,0.016,3.11e-13,4.8100000000000004e-05,0.0,0.0,1.0,1.0
196,986,0.00035,0.0348,0.000962,0.0761,0.0343,1.45,0.504,0.435,9.89e-10,3.93e-07,0.349,9.41e-10,2.0,1.0
197,987,9.44e-05,0.0367,0.00405,0.0415,0.0845,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,988,0.000166,0.0369,0.008409999999999999,0.083,0.0255,1.11,0.742,0.23,1.49e-19,1.4599999999999999e-05,0.0,0.0,1.0,1.0
199,989,0.00021600000000000002,0.0116,0.00745,0.0036799999999999997,0.0254,1.25,0.439,0.262,2.44e-09,7e-06,0.0,0.0,1.0,1.0
200,990,8.41e-05,0.0944,0.00417,0.00566,0.0432,0.966,0.595,0.0,4.2299999999999996e-07,0.0,0.0,0.0,1.0,0.0
201,991,0.00023199999999999997,0.0416,0.0021100000000000003,0.0324,0.079,0.7090000000000001,0.718,0.0,8.76e-08,0.0,0.0,0.0,1.0,0.0
202,992,0.000123,0.0176,0.00644,0.0678,0.0763,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,993,0.000265,0.0194,0.00406,0.0399,0.0627,1.33,0.705,0.0,4.87e-13,0.0,0.0,0.0,1.0,0.0
204,994,0.00023500000000000002,0.0993,0.006790000000000001,0.064,0.0697,1.44,0.6729999999999999,0.0,2.74e-07,0.0,0.0,0.0,1.0,0.0
205,995,0.000344,0.0337,0.00912,0.0383,0.0743,0.629,0.135,0.0,1.8399999999999998e-07,0.0,0.0,0.0,1.0,0.0
206,996,0.000136,0.0102,0.007390000000000001,0.0427,0.087,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,997,0.00020099999999999998,0.04,0.0008960000000000001,0.0863,0.0667,1.0,0.9109999999999999,0.353,1.6399999999999997e-37,3.47e-05,0.0,0.0,1.0,1.0
208,998,0.000334,0.0789,0.00197,0.0544,0.0675,0.75,0.9229999999999999,0.373,2.49e-22,3.15e-05,0.0,0.0,1.0,1.0
209,999,0.00025699999999999996,0.0135,0.000154,0.0553,0.0877,0.86,1.05,0.35700000000000004,5.859999999999999e-64,3.91e-05,0.0,0.0,1.0,1.0
210,750,0.00025499999999999996,0.0495,0.00528,0.0026100000000000003,0.0284,0.57,0.496,0.295,5.61e-09,4.84e-06,0.0,0.0,1.0,1.0
211,751,0.000138,0.07,0.00279,0.0233,0.05,1.34,0.722,0.0,6.97e-12,0.0,0.0,0.0,1.0,0.0
212,752,8.01e-05,0.016,0.00148,0.0771,0.0307,0.526,0.767,0.193,1.67e-42,1.92e-05,0.0,0.0,1.0,1.0
213,753,0.000266,0.0919,0.0054399999999999995,0.0156,0.0893,0.7759999999999999,0.078,0.0,1.74e-06,0.0,0.0,0.0,1.0,0.0
214,754,0.000212,0.0544,0.0009130000000000001,0.0647,0.0274,0.594,0.47600000000000003,0.345,1.7699999999999999e-09,2.64e-07,0.324,1.32e-09,2.0,1.0
215,755,0.00016,0.0868,0.00215,0.0964,0.0744,1.43,0.685,0.0,2.22e-06,0.0,0.0,0.0,1.0,0.0
216,756,0.000273,0.0259,0.00424,0.0898,0.0337,1.07,0.82,0.312,1.45e-30,8.17e-06,0.0,0.0,1.0,1.0
217,757,0.00014,0.0796,0.00731,0.075,0.0404,0.935,0.7340000000000001,0.10300000000000001,4.0299999999999997e-17,4.72e-05,0.0,0.0,1.0,1.0
218,758,0.000177,0.0587,0.00861,0.034,0.095,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,759,6.59e-05,0.0682,0.0059299999999999995,0.0115,0.0362,0.581,0.6559999999999999,0.0,3.76e-08,0.0,0.0,0.0,1.0,0.0
220,760,0.00010700000000000001,0.0991,0.000129,0.0808,0.0665,0.8009999999999999,0.8240000000000001,0.496,5.8799999999999995e-09,3.0799999999999996e-05,0.021,3.01e-06,2.0,1.0
221,761,0.000298,0.0497,0.00863,0.00805,0.0602,0.684,0.365,0.0,1.7899999999999997e-07,0.0,0.0,0.0,1.0,0.0
222,762,0.000226,0.0637,0.00312,0.0064,0.0979,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,763,0.000204,0.0548,0.00564,0.0675,0.04,0.879,0.7829999999999999,0.23399999999999999,1.32e-21,3.13e-05,0.0,0.0,1.0,1.0
224,764,0.00016,0.0981,0.00953,0.0578,0.0437,0.755,0.7140000000000001,0.0,1.77e-10,0.0,0.0,0.0,1.0,0.0
225,765,0.000275,0.0178,0.00866,0.0776,0.0826,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,766,0.000322,0.0617,0.0078,0.0599,0.0638,1.11,0.746,0.0,3.2799999999999996e-08,0.0,0.0,0.0,1.0,0.0
227,767,6.45e-05,0.055,0.00788,0.01,0.0892,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,768,0.00018,0.0949,0.00875,0.06,0.0812,0.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,769,0.000327,0.0474,0.00962,0.0487,0.0687,1.02,0.693,0.0,1.65e-08,0.0,0.0,0.0,1.0,0.0
230,770,0.000314,0.0209,0.0021,0.0728,0.0866,0.7,0.8079999999999999,0.0,9.1e-08,0.0,0.0,0.0,1.0,0.0
231,771,0.000337,0.0734,0.00128,0.0564,0.0388,1.35,0.5579999999999999,0.418,5.8099999999999996e-09,2.11e-06,0.34,6.55e-09,2.0,1.0
232,772,0.000244,0.0214,0.0083,0.0424,0.0746,0.657,0.086,0.0,2.16e-07,0.0,0.0,0.0,1.0,0.0
233,773,0.00019099999999999998,0.0373,0.00114,0.0281,0.0291,0.856,0.47600000000000003,0.312,6.18e-09,1.07e-06,0.23800000000000002,5.91e-09,2.0,1.0
234,774,0.000273,0.0483,0.0026100000000000003,0.0253,0.0991,1.18,0.025,0.0,2.09e-06,0.0,0.0,0.0,1.0,0.0
235,100,0.000182,0.0266,0.005379999999999999,0.0608,0.0788,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,101,0.000103,0.0451,0.009009999999999999,0.0991,0.0571,0.636,0.040999999999999995,0.0,1.82e-06,0.0,0.0,0.0,1.0,0.0
237,102,0.000126,0.0637,0.00477,0.0659,0.0832,0.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,103,0.000154,0.0109,0.006659999999999999,0.0304,0.0479,0.644,0.705,0.0,8.529999999999999e-12,0.0,0.0,0.0,1.0,0.0
239,104,0.000252,0.0823,0.006529999999999999,0.0022,0.0405,0.546,0.619,0.242,2.05e-07,2.97e-05,0.0,0.0,1.0,1.0
240,105,2.55e-05,0.0896,0.00505,0.0784,0.0327,1.32,0.636,0.0,1.35e-07,0.0,0.0,0.0,1.0,0.0
241,106,0.000135,0.0786,0.0039299999999999995,0.0895,0.0923,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,107,0.000124,0.0709,0.00936,0.0651,0.0655,1.41,0.012,0.0,3.47e-06,0.0,0.0,0.0,1.0,0.0
243,108,0.00022,0.0529,0.00196,0.0088,0.0652,1.32,0.767,0.0,7.45e-12,0.0,0.0,0.0,1.0,0.0
244,109,0.000223,0.053,0.00963,0.0873,0.032,1.19,0.759,0.24600000000000002,2.41e-18,2.36e-05,0.0,0.0,1.0,1.0
245,110,0.000325,0.0631,0.00598,0.0255,0.0321,0.521,0.787,0.324,1.59e-14,6.71e-06,0.0,0.0,1.0,1.0
246,111,0.000105,0.0127,0.006840000000000001,0.0276,0.0535,1.04,0.078,0.0,8.199999999999999e-08,0.0,0.0,0.0,1.0,0.0
247,112,0.000144,0.044,0.0011300000000000001,0.0807,0.0576,1.15,0.861,0.267,2.29e-30,3.85e-05,0.0,0.0,1.0,1.0
248,113,5.07e-05,0.0803,0.0056,0.0571,0.0402,0.795,0.652,0.0,3.11e-08,0.0,0.0,0.0,1.0,0.0
249,114,8.46e-05,0.015,0.00285,0.0643,0.0512,0.7120000000000001,0.71,0.0,2.1100000000000003e-11,0.0,0.0,0.0,1.0,0.0
250,115,0.000185,0.034,0.00156,0.0857,0.0469,1.25,0.857,0.295,3.3199999999999996e-45,2.18e-05,0.0,0.0,1.0,1.0
251,116,0.00035099999999999997,0.0217,0.00415,0.0812,0.0903,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,117,0.000148,0.0459,0.00451,0.0788,0.0426,0.976,0.775,0.18,1.44e-24,4.09e-05,0.0,0.0,1.0,1.0
253,118,0.00029,0.0914,0.0092,0.0619,0.0828,0.53,0.08199999999999999,0.0,1.4e-06,0.0,0.0,0.0,1.0,0.0
254,119,0.00021,0.0349,0.00249,0.0217,0.0525,1.23,0.8,0.23399999999999999,1.96e-14,3.71e-05,0.0,0.0,1.0,1.0
255,120,0.000278,0.0982,0.0054,0.0973,0.0514,0.723,0.8370000000000001,0.32799999999999996,4.19e-27,3.07e-05,0.0,0.0,1.0,1.0
256,121,0.00015900000000000002,0.0155,0.00628,0.0387,0.0361,0.504,0.7340000000000001,0.18,1.11e-14,3.77e-05,0.0,0.0,1.0,1.0
257,122,6.92e-05,0.045,0.00207,0.0434,0.098,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,123,0.000102,0.0535,0.00295,0.0416,0.088,0.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,124,0.000261,0.0269,0.00164,0.0741,0.0678,1.31,0.87,0.287,3.5400000000000003e-29,3.9500000000000005e-05,0.0,0.0,1.0,1.0
260,25,0.000126,0.0492,0.0077599999999999995,0.0505,0.0387,0.996,0.7140000000000001,0.0,5.739999999999999e-13,0.0,0.0,0.0,1.0,0.0
261,26,0.000269,0.0602,0.0011,0.0382,0.0734,1.05,0.804,0.316,1.9e-14,3.9200000000000004e-05,0.025,1.75e-06,2.0,1.0
262,27,0.000128,0.0346,0.00826,0.075,0.0413,0.524,0.718,0.0,5.3e-15,0.0,0.0,0.0,1.0,0.0
263,28,0.000145,0.0753,0.000739,0.00896,0.0839,0.8059999999999999,0.049,0.0,3.07e-06,0.0,0.0,0.0,1.0,0.0
264,29,7.4e-05,0.0253,0.0069900000000000006,0.0321,0.0487,0.903,0.066,0.0,1.59e-07,0.0,0.0,0.0,1.0,0.0
265,30,5.8899999999999995e-05,0.0626,0.00801,0.0448,0.0523,0.647,0.040999999999999995,0.0,1.79e-06,0.0,0.0,0.0,1.0,0.0
266,31,6.73e-05,0.0867,0.00175,0.0688,0.0787,0.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,32,0.000348,0.0901,0.00122,0.0036,0.0259,1.16,0.615,0.455,4.6399999999999995e-10,2.04e-08,0.0,0.0,1.0,1.0
268,33,0.000278,0.0561,0.00193,0.0517,0.0803,0.915,0.8740000000000001,0.0,9.08e-08,0.0,0.0,0.0,1.0,0.0
269,34,9.499999999999999e-05,0.0187,0.0052,0.0359,0.072,0.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,35,3.84e-05,0.0364,0.00133,0.0557,0.0552,0.9840000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,36,3.4200000000000005e-05,0.0761,0.00588,0.0147,0.051,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,37,0.00035099999999999997,0.0565,0.00571,0.0821,0.0528,1.26,0.8240000000000001,0.316,3.1300000000000003e-26,3.0299999999999998e-05,0.0,0.0,1.0,1.0
273,38,0.000292,0.088,0.00592,0.00715,0.0562,0.92,0.701,0.131,2.23e-08,4.6899999999999995e-05,0.0,0.0,1.0,1.0
274,39,0.00010400000000000001,0.0145,0.0068200000000000005,0.0364,0.0943,0.7959999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,40,0.000218,0.0283,0.000558,0.0232,0.0462,0.69,0.87,0.324,8.5e-21,7.98e-06,0.0,0.0,1.0,1.0
276,41,0.00014099999999999998,0.046,0.00643,0.018,0.0967,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,42,0.000172,0.0605,0.00617,0.0837,0.0311,1.28,0.767,0.23800000000000002,7.96e-22,2.07e-05,0.0,0.0,1.0,1.0
278,43,0.00031,0.0289,0.00135,0.0189,0.041,1.28,0.857,0.361,1.38e-16,4.46e-06,0.0,0.0,1.0,1.0
279,44,0.00032900000000000003,0.0976,0.00797,0.0491,0.0767,0.9520000000000001,0.669,0.0,2.17e-07,0.0,0.0,0.0,1.0,0.0
280,45,0.000122,0.0188,0.009340000000000001,0.0596,0.0618,0.7909999999999999,0.045,0.0,6.24e-07,0.0,0.0,0.0,1.0,0.0
281,46,0.000148,0.058,0.00857,0.0679,0.0541,1.27,0.669,0.0,3.0499999999999995e-08,0.0,0.0,0.0,1.0,0.0
282,47,7.99e-05,0.0793,0.0042,0.0796,0.079,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,48,0.00022999999999999998,0.0898,0.0044,0.0133,0.0273,1.02,0.66,0.287,8.7e-12,3.65e-06,0.0,0.0,1.0,1.0
284,49,0.000349,0.07,0.009770000000000001,0.0215,0.0881,0.545,0.098,0.0,7.02e-07,0.0,0.0,0.0,1.0,0.0
285,625,0.000226,0.0712,0.00955,0.0701,0.0995,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,626,0.00032,0.0967,0.007659999999999999,0.0584,0.075,1.26,0.685,0.0,1.92e-07,0.0,0.0,0.0,1.0,0.0
287,627,0.000131,0.0902,0.00988,0.0468,0.0716,1.0,0.021,0.0,4.19e-06,0.0,0.0,0.0,1.0,0.0
288,628,0.000227,0.0219,0.00151,0.0684,0.0508,1.29,0.878,0.308,5.37e-39,2.2e-05,0.0,0.0,1.0,1.0
289,629,0.000139,0.0899,0.00031,0.00937,0.0971,0.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,630,0.000331,0.0428,0.00576,0.0613,0.0919,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,631,0.000188,0.0889,0.00264,0.0392,0.0395,1.41,0.8079999999999999,0.271,2.19e-20,1.9e-05,0.0,0.0,1.0,1.0
292,632,8.49e-05,0.0341,0.007379999999999999,0.0511,0.0908,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,633,0.000271,0.049,0.00526,0.0601,0.0445,0.5539999999999999,0.804,0.271,1.01e-21,2.8999999999999997e-05,0.0,0.0,1.0,1.0
294,634,0.00021400000000000002,0.0572,0.0061600000000000005,0.0829,0.0399,0.9670000000000001,0.7879999999999999,0.242,1.58e-23,3.09e-05,0.0,0.0,1.0,1.0
295,635,0.000269,0.0777,0.00985,0.0368,0.0805,1.34,0.078,0.0,1.02e-06,0.0,0.0,0.0,1.0,0.0
296,636,0.00023999999999999998,0.0916,0.00673,0.0892,0.0353,0.5489999999999999,0.792,0.28300000000000003,4.0000000000000004e-24,1.9600000000000002e-05,0.0,0.0,1.0,1.0
297,637,3.14e-05,0.0755,0.000508,0.0655,0.043,0.941,0.7340000000000001,0.0,2.63e-08,0.0,0.0,0.0,1.0,0.0
298,638,0.00031600000000000004,0.0457,0.00481,0.094,0.0417,0.753,0.8490000000000001,0.34,1.8899999999999996e-33,1.63e-05,0.0,0.0,1.0,1.0
299,639,0.00023799999999999998,0.0593,0.00115,0.0161,0.0297,1.15,0.42700000000000005,0.34,7.99e-09,5.82e-07,0.24600000000000002,8.27e-09,2.0,1.0
300,640,0.000103,0.0403,0.00455,0.0344,0.0954,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,641,0.000348,0.0133,0.00425,0.0939,0.0811,0.532,0.738,0.0,4.3300000000000004e-08,0.0,0.0,0.0,1.0,0.0
302,642,0.00027,0.0937,0.0009289999999999999,0.0943,0.0952,0.897,0.89,0.28300000000000003,6.979999999999999e-07,3.9399999999999995e-05,0.0,0.0,1.0,1.0
303,643,0.00023700000000000001,0.0571,0.00325,0.0444,0.0593,1.44,0.705,0.17600000000000002,5.93e-12,4.46e-05,0.0,0.0,1.0,1.0
304,644,7.37e-05,0.0862,0.00976,0.0329,0.0789,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,645,8.740000000000001e-05,0.0955,0.00155,0.0816,0.0546,1.5,0.7959999999999999,0.0,8.039999999999999e-08,0.0,0.0,0.0,1.0,0.0
306,646,5.02e-05,0.0919,0.0082,0.0657,0.0298,0.51,0.6729999999999999,0.0,2.1e-11,0.0,0.0,0.0,1.0,0.0
307,647,0.000125,0.0286,0.0021899999999999997,0.0491,0.0378,1.32,0.779,0.213,6.9e-25,2.68e-05,0.0,0.0,1.0,1.0
308,648,0.000295,0.0817,0.00784,0.0436,0.0476,0.542,0.7709999999999999,0.226,6.6e-15,3.9200000000000004e-05,0.0,0.0,1.0,1.0
309,649,0.000144,0.0904,0.00725,0.0767,0.0597,1.19,0.632,0.0,4.92e-07,0.0,0.0,0.0,1.0,0.0
310,700,0.000327,0.0412,0.00491,0.0353,0.0331,1.3,0.8,0.336,4.46e-17,5.79e-06,0.0,0.0,1.0,1.0
311,701,0.000352,0.0983,0.0044399999999999995,0.0937,0.0282,1.05,0.5579999999999999,0.406,3.6599999999999998e-09,1.03e-06,0.29100000000000004,4.020000000000001e-09,2.0,1.0
312,702,0.000333,0.0533,0.00418,0.0484,0.0868,1.41,0.078,0.0,8.45e-07,0.0,0.0,0.0,1.0,0.0
313,703,4.29e-05,0.0811,0.00576,0.0742,0.0882,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,704,0.000151,0.0295,0.0050799999999999994,0.0516,0.0507,0.988,0.738,0.0,2.7e-16,0.0,0.0,0.0,1.0,0.0
315,705,0.000273,0.094,0.00227,0.0759,0.0345,1.28,0.865,0.369,1.1699999999999999e-09,3.54e-06,0.0,0.0,1.0,1.0
316,706,0.00023999999999999998,0.0154,0.00807,0.0434,0.0317,0.9109999999999999,0.7509999999999999,0.254,1.4300000000000002e-15,1.84e-05,0.0,0.0,1.0,1.0
317,707,0.00031299999999999996,0.035,0.00892,0.0947,0.0815,1.05,0.028999999999999998,0.0,1.67e-06,0.0,0.0,0.0,1.0,0.0
318,708,0.00021899999999999998,0.0611,0.00144,0.0924,0.0459,1.43,0.882,0.365,6.08e-50,1.31e-05,0.0,0.0,1.0,1.0
319,709,0.000102,0.0392,0.00868,0.045,0.0266,0.591,0.701,0.152,2.13e-12,3.68e-05,0.0,0.0,1.0,1.0
320,710,0.000354,0.0908,0.0015300000000000001,0.0114,0.0658,0.695,0.8859999999999999,0.349,1.24e-11,2.8600000000000004e-05,0.0,0.0,1.0,1.0
321,711,0.000245,0.0156,0.00984,0.0166,0.0722,1.21,0.09,0.0,2.15e-07,0.0,0.0,0.0,1.0,0.0
322,712,0.000171,0.0952,0.00209,0.0308,0.0907,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,713,0.00022400000000000002,0.0673,0.00247,0.0178,0.0468,1.2,0.8,0.271,4.3e-14,2.5300000000000002e-05,0.0,0.0,1.0,1.0
324,714,0.000277,0.0969,0.0027,0.0975,0.0474,1.23,0.878,0.414,1.48e-42,1.55e-05,0.0,0.0,1.0,1.0
325,715,0.000183,0.0197,0.00013700000000000002,0.067,0.0518,1.14,0.012,0.332,2.09e-06,7.56e-06,0.107,7.85e-07,3.0,1.0
326,716,0.00033999999999999997,0.0884,0.006220000000000001,0.0714,0.0303,0.589,0.8240000000000001,0.349,4.0499999999999996e-20,4.03e-06,0.0,0.0,1.0,1.0
327,717,0.00013000000000000002,0.0258,0.00236,0.076,0.0554,1.29,0.7509999999999999,0.0,3.3e-14,0.0,0.0,0.0,1.0,0.0
328,718,0.000229,0.043,0.00484,0.0449,0.0656,0.813,0.726,0.0,3.96e-08,0.0,0.0,0.0,1.0,0.0
329,719,0.000288,0.0231,0.00543,0.0894,0.0645,0.555,0.701,0.0,3.3799999999999997e-10,0.0,0.0,0.0,1.0,0.0
330,720,0.000254,0.0687,0.0017,0.0243,0.0942,1.11,0.057,0.0,1.93e-06,0.0,0.0,0.0,1.0,0.0
331,721,0.000221,0.0532,0.00331,0.0859,0.0493,1.07,0.8290000000000001,0.287,1.7699999999999998e-31,3.02e-05,0.0,0.0,1.0,1.0
332,722,0.000259,0.0552,0.0016600000000000002,0.0327,0.0352,0.73,0.845,0.34,1.18e-13,3.23e-06,0.0,0.0,1.0,1.0
333,723,0.000147,0.0193,0.00894,0.0363,0.0481,1.44,0.669,0.0,2.9499999999999996e-10,0.0,0.0,0.0,1.0,0.0
334,724,0.000285,0.0363,0.00562,0.0791,0.0729,1.31,0.71,0.0,6.230000000000001e-08,0.0,0.0,0.0,1.0,0.0
335,1050,0.000297,0.0145,0.00472,0.0239,0.0841,1.01,0.086,0.0,1.5199999999999998e-07,0.0,0.0,0.0,1.0,0.0
336,1051,0.00035499999999999996,0.0438,0.00312,0.0986,0.0917,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,1052,0.00035499999999999996,0.0496,0.0092,0.068,0.0272,0.59,0.8,0.336,4.53e-18,3.74e-06,0.0,0.0,1.0,1.0
338,1053,0.000122,0.0117,0.00972,0.0155,0.0277,0.938,0.677,0.16,5.97e-10,3.72e-05,0.0,0.0,1.0,1.0
339,1054,8.63e-05,0.0482,0.00596,0.0687,0.0296,1.46,0.7140000000000001,0.139,5.22e-17,4.09e-05,0.0,0.0,1.0,1.0
340,1055,0.000336,0.0665,0.00659,0.0443,0.0669,1.49,0.746,0.0,9.31e-08,0.0,0.0,0.0,1.0,0.0
341,1056,0.000205,0.057,0.0057799999999999995,0.0521,0.0638,0.544,0.71,0.0,5.7700000000000005e-09,0.0,0.0,0.0,1.0,0.0
342,1057,0.00023700000000000001,0.0377,0.005520000000000001,0.0266,0.0842,1.04,0.062,0.0,6.76e-07,0.0,0.0,0.0,1.0,0.0
343,1058,0.00028199999999999997,0.0476,0.00577,0.0267,0.0341,1.19,0.767,0.295,5.05e-14,1.24e-05,0.0,0.0,1.0,1.0
344,1059,0.00035800000000000003,0.0397,0.00458,0.0507,0.0355,0.995,0.833,0.361,2.55e-21,6.2e-06,0.0,0.0,1.0,1.0
345,1060,8.18e-05,0.0838,0.00234,0.0031,0.0441,0.711,0.45899999999999996,0.0,1.96e-07,0.0,0.0,0.0,1.0,0.0
346,1061,0.000117,0.0419,0.0013599999999999999,0.00145,0.036,1.15,0.369,0.217,2.23e-08,1.87e-05,0.0,0.0,1.0,1.0
347,1062,7.340000000000001e-05,0.0992,0.00542,0.0743,0.0293,0.8640000000000001,0.718,0.135,3.63e-18,4.11e-05,0.0,0.0,1.0,1.0
348,1063,6.61e-05,0.0913,0.00581,0.0716,0.0268,0.943,0.705,0.127,1.1299999999999999e-16,4.07e-05,0.0,0.0,1.0,1.0
349,1064,0.00035800000000000003,0.0956,0.0025800000000000003,0.0325,0.0719,0.99,0.841,0.295,1.56e-13,4.02e-05,0.0,0.0,1.0,1.0
350,1065,0.000101,0.0619,0.000335,0.0278,0.0737,0.965,0.804,0.0,4.38e-07,0.0,0.0,0.0,1.0,0.0
351,1066,8.43e-05,0.0721,0.0020800000000000003,0.0125,0.0837,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,1067,0.000178,0.0148,0.00632,0.0502,0.0666,1.16,0.07,0.0,1.8600000000000002e-07,0.0,0.0,0.0,1.0,0.0
353,1068,0.000236,0.0137,0.00139,0.0903,0.0365,1.25,0.861,0.324,1.08e-50,4.46e-06,0.0,0.0,1.0,1.0
354,1069,3.09e-05,0.0679,0.00534,0.074,0.0348,0.96,0.632,0.0,1.0300000000000001e-07,0.0,0.0,0.0,1.0,0.0
355,1070,7.509999999999998e-05,0.084,0.0008550000000000001,0.0664,0.0927,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,1071,0.00021400000000000002,0.0686,0.00599,0.00921,0.0582,1.32,0.652,0.0,1.8800000000000002e-07,0.0,0.0,0.0,1.0,0.0
357,1072,0.00020099999999999998,0.0853,0.0072299999999999994,0.0312,0.0335,1.0,0.742,0.23399999999999999,1.28e-12,2.5e-05,0.0,0.0,1.0,1.0
358,1073,0.000229,0.0436,0.00457,0.0755,0.0591,1.27,0.7959999999999999,0.0,3.63e-14,0.0,0.0,0.0,1.0,0.0
359,1074,0.000275,0.0412,0.00141,0.0012900000000000001,0.0739,0.5670000000000001,0.669,0.0,1.26e-07,0.0,0.0,0.0,1.0,0.0
360,0,0.000239,0.0394,0.0010400000000000001,0.0549,0.0974,0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,1,0.000143,0.0912,0.0052899999999999996,0.0803,0.0788,0.9740000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,2,0.000335,0.0692,0.0016899999999999999,0.0406,0.0757,1.39,0.7709999999999999,0.316,7.01e-11,3.9500000000000005e-05,0.0,0.0,1.0,1.0
363,3,0.000217,0.0613,0.00872,0.0555,0.067,0.767,0.10300000000000001,0.0,3.98e-07,0.0,0.0,0.0,1.0,0.0
364,4,4.3200000000000007e-05,0.0123,0.00835,0.0887,0.0275,0.953,0.669,0.0,6.57e-13,0.0,0.0,0.0,1.0,0.0
